transaction_id,customer_id,account_id,merchant_id,device_id,transaction_date,transaction_type,amount,location,is_fraud,fraud_reason
119,2630,5272,2473,15657,2025-12-10 01:34:12,PAYMENT,320049.71,Bouake,0,
120,3057,6097,1566,19571,2026-01-16 11:22:43,TRANSFER,383343.77,Abidjan,0,
121,8443,16950,3451,15407,2025-10-06 13:24:20,WITHDRAWAL,415160.46,San Pedro,0,
122,5440,10875,1079,2455,2025-01-17 13:02:00,DEPOSIT,62734.58,Korhogo,0,
123,2276,4565,1581,16457,2026-01-13 17:14:40,PAYMENT,946089.0,Korhogo,0,
124,5579,11153,4631,970,2025-04-08 20:10:41,PAYMENT,380690.84,Yamoussoukro,0,
125,6382,12776,392,7503,2026-05-16 15:00:30,DEPOSIT,753598.39,Korhogo,0,
126,6681,13379,1111,4636,2026-03-19 17:30:47,TRANSFER,799968.24,Yamoussoukro,0,
127,6065,12127,4567,16777,2026-03-25 16:47:48,PAYMENT,436118.06,San Pedro,0,
128,564,1116,640,7653,2024-09-12 09:52:08,DEPOSIT,724319.29,Korhogo,0,
129,1641,3312,4562,10750,2025-01-24 20:52:31,DEPOSIT,534356.57,Abidjan,0,
130,8093,16240,1463,12095,2026-04-30 06:37:14,DEPOSIT,84405.49,San Pedro,0,
131,6200,12391,1458,138,2024-08-24 21:30:06,WITHDRAWAL,182138.16,Bouake,0,
132,9559,19222,1496,13337,2026-04-17 06:15:05,WITHDRAWAL,454971.98,San Pedro,0,
133,6081,12160,1654,1306,2025-04-01 23:34:51,DEPOSIT,278617.49,Abidjan,0,
134,5423,10843,3353,4994,2025-06-07 13:21:49,PAYMENT,470571.68,Bouake,1,Unusual location
135,4769,9518,4282,2038,2025-02-23 22:09:42,PAYMENT,650319.02,Bouake,0,
136,8642,17336,1448,7098,2024-09-20 08:57:18,PAYMENT,199761.0,Bouake,0,
137,243,480,1906,9166,2025-01-10 20:06:54,PAYMENT,126657.86,Bouake,0,
138,2529,5079,4091,8570,2026-07-10 05:12:03,WITHDRAWAL,465301.47,Bouake,0,
139,7627,15276,4145,11817,2025-10-14 12:06:44,PAYMENT,606089.75,Bouake,0,
140,4747,9479,2594,12958,2026-06-11 15:47:11,PAYMENT,964738.41,Yamoussoukro,0,
141,2111,4242,4495,3978,2026-02-08 14:00:07,DEPOSIT,576008.83,Bouake,0,
142,525,1038,1916,5722,2025-04-01 09:07:51,TRANSFER,76458.48,Yamoussoukro,0,
143,4683,9351,1141,3344,2025-01-12 02:45:21,PAYMENT,850368.09,Korhogo,0,
144,2545,5113,2135,4540,2025-12-22 01:22:20,WITHDRAWAL,782744.03,Yamoussoukro,0,
145,8519,17097,513,2080,2025-08-22 17:27:18,WITHDRAWAL,69422.26,San Pedro,0,
146,9081,18257,292,6726,2025-06-03 06:13:23,PAYMENT,822419.75,Yamoussoukro,0,
147,5557,11107,1775,8038,2026-06-18 02:47:57,DEPOSIT,635767.31,San Pedro,0,
148,5948,11889,1318,4604,2026-07-11 07:30:45,WITHDRAWAL,176548.89,Korhogo,0,
149,9256,18602,669,5064,2025-12-12 06:44:14,DEPOSIT,774754.13,Korhogo,0,
150,6868,13755,2372,12198,2025-07-22 08:43:42,TRANSFER,268761.34,Abidjan,0,
151,2625,5261,4066,4472,2024-11-18 22:25:46,DEPOSIT,279288.79,San Pedro,0,
152,6079,12156,2523,3032,2025-02-21 16:50:03,DEPOSIT,570064.72,San Pedro,0,
153,8638,17328,233,5526,2024-11-16 10:00:28,TRANSFER,851027.36,Yamoussoukro,0,
154,3408,6794,4767,10664,2025-02-07 12:34:47,WITHDRAWAL,797933.44,Korhogo,0,
155,615,1230,4680,13720,2026-03-01 14:42:40,WITHDRAWAL,701333.16,Korhogo,0,
156,4886,9758,1604,14482,2025-10-09 23:46:13,PAYMENT,948088.55,San Pedro,0,
157,4692,9369,2005,2248,2025-09-22 14:22:29,TRANSFER,488833.56,San Pedro,0,
158,7806,15642,1863,14392,2025-02-20 00:58:06,PAYMENT,448450.46,Bouake,0,
159,9967,20046,1306,2101,2026-03-03 04:27:24,TRANSFER,404698.93,Korhogo,0,
160,8825,17712,3556,19035,2025-10-28 00:34:57,WITHDRAWAL,369335.94,Korhogo,0,
161,227,443,2174,17964,2025-06-28 17:41:43,DEPOSIT,331125.9,Yamoussoukro,0,
162,4288,8543,1304,1017,2026-06-28 07:44:29,TRANSFER,230922.77,Korhogo,0,
163,6787,13588,443,4098,2025-10-27 04:57:07,TRANSFER,950902.12,San Pedro,0,
164,7707,15445,3120,13407,2025-06-06 04:28:30,WITHDRAWAL,276861.38,Yamoussoukro,1,Unknown device
165,9068,18233,782,14432,2025-05-08 03:12:46,TRANSFER,227869.42,Korhogo,0,
166,8975,18020,3910,2450,2025-01-17 07:32:42,PAYMENT,127019.67,Yamoussoukro,1,Suspicious merchant
167,5814,11614,1832,15068,2024-11-15 09:48:02,TRANSFER,697568.68,San Pedro,0,
168,9392,18879,315,481,2025-08-30 17:22:06,PAYMENT,103036.35,San Pedro,0,
169,6956,13951,1904,15405,2025-08-18 06:54:43,WITHDRAWAL,478974.85,Abidjan,0,
170,1965,3952,1544,12154,2024-10-09 13:47:03,DEPOSIT,252852.15,Abidjan,0,
171,7502,15024,2780,6327,2026-03-09 23:54:38,PAYMENT,401007.09,Abidjan,0,
172,542,1074,4334,9099,2024-09-05 13:25:22,WITHDRAWAL,152151.14,Bouake,0,
173,7954,15972,3430,4728,2026-05-30 19:13:54,DEPOSIT,118892.34,Korhogo,0,
174,148,290,3127,6121,2024-10-24 03:07:04,DEPOSIT,226074.29,San Pedro,0,
175,6040,12079,3528,15051,2024-11-26 16:16:43,DEPOSIT,297704.46,Korhogo,0,
176,2559,5137,2800,1907,2025-11-30 07:33:07,PAYMENT,60700.19,Bouake,0,
177,1747,3536,2131,4034,2024-12-02 05:23:26,WITHDRAWAL,625702.27,Bouake,0,
178,8020,16100,4875,16058,2026-04-07 04:32:22,PAYMENT,240245.25,San Pedro,0,
179,6247,12487,1320,8521,2026-01-10 12:11:57,DEPOSIT,450778.45,Bouake,0,
180,5517,11030,4618,8578,2025-06-23 20:44:31,WITHDRAWAL,288460.84,San Pedro,0,
181,972,1955,2362,2846,2025-11-06 04:58:48,TRANSFER,71644.17,Korhogo,0,
182,7636,15294,2736,2594,2024-09-18 07:21:08,TRANSFER,661352.45,Korhogo,0,
183,7383,14783,2440,1657,2025-05-25 19:41:33,TRANSFER,225197.05,Bouake,0,
184,1780,3598,4107,17565,2025-05-23 09:00:32,TRANSFER,71874.13,Korhogo,0,
185,454,900,3675,13027,2025-11-05 19:16:31,WITHDRAWAL,749083.24,San Pedro,0,
186,2862,5735,832,18296,2025-07-29 12:11:32,DEPOSIT,688833.65,Korhogo,0,
187,8858,17784,2305,6490,2025-09-14 22:30:58,DEPOSIT,540211.57,Abidjan,0,
188,722,1447,1965,10794,2025-02-11 05:48:31,WITHDRAWAL,889478.18,Abidjan,0,
189,7258,14538,587,18847,2025-10-03 15:59:17,PAYMENT,91781.22,Korhogo,1,Unusual location
190,4507,8991,2885,19825,2026-05-30 13:12:23,TRANSFER,40711.56,San Pedro,0,
191,5744,11473,2160,15253,2024-08-08 21:07:54,TRANSFER,916114.75,San Pedro,1,Multiple transactions
192,8117,16294,4809,5779,2026-01-10 08:30:42,DEPOSIT,969070.71,Yamoussoukro,0,
193,1280,2574,1290,16429,2026-02-10 18:20:18,PAYMENT,321397.73,Yamoussoukro,0,
194,4024,8025,3768,2364,2024-10-27 22:30:33,DEPOSIT,411939.27,San Pedro,0,
195,7697,15424,2999,15242,2026-01-11 11:06:44,PAYMENT,813659.25,Yamoussoukro,0,
196,2558,5132,448,3073,2026-06-18 04:45:43,PAYMENT,252772.65,Korhogo,1,Multiple transactions
197,5496,10990,436,11049,2025-09-21 00:57:44,PAYMENT,825014.74,Korhogo,0,
198,961,1936,3456,6322,2026-03-06 04:29:12,PAYMENT,462245.36,Yamoussoukro,0,
199,8225,16517,4947,18007,2025-02-23 05:05:31,DEPOSIT,622822.56,Abidjan,0,
200,3849,7667,2810,3950,2026-03-19 22:49:43,TRANSFER,203956.46,San Pedro,0,
201,5540,11076,1972,6410,2025-12-10 19:30:14,DEPOSIT,880906.19,Korhogo,0,
202,1719,3485,1791,3032,2025-04-21 04:26:25,TRANSFER,799414.08,Abidjan,0,
203,2395,4801,2746,4030,2024-10-25 14:35:35,PAYMENT,552475.28,Abidjan,0,
204,1113,2242,572,16071,2025-03-15 22:20:56,PAYMENT,461717.17,Bouake,0,
205,9514,19130,182,4134,2025-07-03 15:43:18,WITHDRAWAL,498626.32,Yamoussoukro,0,
206,8307,16686,4220,4095,2024-11-30 19:23:03,DEPOSIT,415782.6,San Pedro,1,Unknown device
207,5792,11571,3631,15943,2025-07-18 09:07:58,DEPOSIT,551489.44,Korhogo,0,
208,662,1325,872,13034,2024-08-02 11:36:25,TRANSFER,508486.77,Yamoussoukro,0,
209,4541,9065,2330,8463,2026-02-11 19:52:53,DEPOSIT,772788.8,Korhogo,0,
210,3652,7266,1099,8787,2026-06-11 06:11:31,PAYMENT,267539.08,Yamoussoukro,0,
211,1761,3560,3561,5525,2026-02-09 22:55:48,DEPOSIT,837557.18,San Pedro,0,
212,2780,5573,3442,8416,2025-02-20 13:02:15,WITHDRAWAL,538811.29,Korhogo,0,
213,7582,15180,1275,7899,2025-08-23 18:42:41,WITHDRAWAL,377521.45,Bouake,0,
214,6401,12813,549,17793,2026-03-14 19:06:53,TRANSFER,572011.74,San Pedro,0,
215,8587,17227,169,729,2024-12-16 17:25:20,DEPOSIT,44125.48,San Pedro,0,
216,5045,10080,682,17218,2025-08-29 06:58:56,TRANSFER,386385.71,Abidjan,0,
217,1188,2404,235,11021,2026-07-09 19:43:33,WITHDRAWAL,126683.15,San Pedro,0,
218,2014,4048,316,19296,2024-10-21 14:45:05,DEPOSIT,100161.84,Bouake,0,
219,5441,10876,812,6599,2026-06-07 02:45:08,TRANSFER,410273.63,Yamoussoukro,0,
220,2397,4807,1768,6374,2025-11-28 15:33:01,DEPOSIT,338891.95,Yamoussoukro,0,
221,3336,6649,2201,3945,2025-03-19 18:31:26,DEPOSIT,852415.17,Korhogo,1,Multiple transactions
222,9383,18862,862,12506,2026-05-15 16:57:49,PAYMENT,36381.15,Yamoussoukro,0,
223,7696,15420,4564,19881,2025-12-09 05:59:30,PAYMENT,997427.21,Abidjan,0,
224,1946,3924,1055,16290,2025-08-29 06:37:55,PAYMENT,760489.51,Yamoussoukro,0,
225,3351,6680,1337,9710,2025-11-15 23:08:15,PAYMENT,903472.35,Abidjan,0,
226,3568,7095,2015,6467,2025-01-01 11:04:54,WITHDRAWAL,293721.09,Bouake,0,
227,2762,5536,585,18275,2024-11-26 16:14:25,TRANSFER,531400.73,Abidjan,0,
228,9677,19463,4116,14326,2025-05-17 09:22:09,DEPOSIT,609687.04,Bouake,0,
229,7474,14974,894,9277,2026-03-15 05:20:29,TRANSFER,497918.42,Yamoussoukro,0,
230,8974,18017,81,14415,2024-12-03 10:36:08,PAYMENT,459840.71,San Pedro,0,
231,1559,3143,1340,16939,2025-09-22 21:51:49,TRANSFER,901258.82,Yamoussoukro,0,
232,1665,3364,1321,6270,2026-03-27 17:45:34,WITHDRAWAL,987657.87,San Pedro,0,
233,6100,12199,2208,16181,2026-07-17 10:31:39,DEPOSIT,690468.36,Bouake,0,
234,7819,15677,758,10634,2025-09-15 21:37:08,DEPOSIT,999373.88,San Pedro,0,
235,8189,16443,417,568,2026-07-14 09:04:11,WITHDRAWAL,572136.73,Abidjan,1,Unusual location
236,6803,13620,4758,12563,2024-07-31 09:46:15,DEPOSIT,977955.51,Korhogo,0,
237,8602,17256,830,11891,2025-11-08 04:14:46,PAYMENT,865134.86,San Pedro,0,
238,2147,4318,2557,10867,2025-04-08 17:49:00,WITHDRAWAL,832922.48,Bouake,0,
239,2335,4685,4426,5737,2025-08-14 11:22:50,WITHDRAWAL,607261.47,Bouake,0,
240,4093,8166,1471,9708,2024-08-15 02:10:58,TRANSFER,621080.72,Abidjan,0,
241,4408,8787,3604,18953,2024-10-25 20:28:31,DEPOSIT,309278.42,Yamoussoukro,0,
242,9078,18251,4372,2401,2026-07-22 14:45:48,PAYMENT,732493.59,Yamoussoukro,0,
243,5276,10533,4456,6134,2025-05-08 21:33:42,TRANSFER,747607.12,Korhogo,0,
244,928,1864,1249,13977,2026-06-13 11:40:22,WITHDRAWAL,876522.37,Yamoussoukro,0,
245,7879,15805,2961,19851,2026-05-07 22:28:44,WITHDRAWAL,830557.38,San Pedro,0,
246,9791,19693,4533,12537,2026-04-18 14:28:56,WITHDRAWAL,967400.38,Yamoussoukro,0,
247,4493,8960,1851,7134,2025-03-26 19:35:19,DEPOSIT,804330.42,Bouake,1,Unknown device
248,2401,4814,2409,5354,2025-02-01 22:49:28,DEPOSIT,860210.53,Yamoussoukro,1,Suspicious merchant
249,8422,16910,3454,3902,2024-09-13 22:54:48,DEPOSIT,90757.72,Korhogo,0,
250,4693,9372,3635,5770,2025-02-03 01:16:54,WITHDRAWAL,124026.94,Yamoussoukro,0,
251,1108,2234,748,18328,2026-06-12 22:23:42,WITHDRAWAL,584767.81,Bouake,0,
252,1082,2177,528,11308,2025-10-14 15:24:35,WITHDRAWAL,471741.13,Bouake,0,
253,5877,11741,3659,10405,2024-09-30 03:14:52,DEPOSIT,647828.55,Yamoussoukro,0,
254,4134,8243,2172,10911,2024-10-05 11:48:21,PAYMENT,649414.83,Abidjan,0,
255,5421,10838,4926,18852,2026-02-19 10:51:23,DEPOSIT,304712.4,Bouake,0,
256,988,1986,101,8496,2025-08-12 10:37:43,TRANSFER,887315.68,Yamoussoukro,0,
257,1640,3310,2048,4761,2026-04-25 18:53:09,DEPOSIT,670650.98,Bouake,0,
258,4792,9573,4882,12369,2024-09-22 17:19:29,PAYMENT,885471.08,Korhogo,0,
259,8457,16977,481,14572,2026-03-13 17:45:43,WITHDRAWAL,408411.83,Yamoussoukro,0,
260,3883,7738,4765,19823,2025-09-17 17:28:21,DEPOSIT,217661.05,Abidjan,1,Unusual location
261,2300,4614,2322,13591,2026-03-17 19:17:54,WITHDRAWAL,980937.25,Yamoussoukro,0,
262,7929,15919,336,10592,2024-11-05 15:27:21,WITHDRAWAL,61019.81,Abidjan,0,
263,6125,12249,615,11550,2024-11-07 16:30:01,DEPOSIT,949036.28,Bouake,0,
264,4674,9334,4029,13631,2025-12-25 09:45:24,PAYMENT,641883.61,Yamoussoukro,0,
265,193,379,4205,10001,2025-08-04 03:00:56,TRANSFER,243947.11,Bouake,0,
266,2332,4678,3301,3397,2025-10-01 00:11:30,TRANSFER,69075.85,Bouake,0,
267,4028,8036,1373,17616,2024-12-06 05:17:58,TRANSFER,328895.27,Korhogo,0,
268,6449,12910,859,19853,2025-02-21 20:07:25,TRANSFER,3334.13,Yamoussoukro,1,Suspicious merchant
269,3661,7281,1591,6041,2025-09-13 19:39:44,PAYMENT,798614.57,Abidjan,0,
270,4692,9367,4144,2501,2026-06-08 14:26:26,WITHDRAWAL,132237.33,Bouake,0,
271,301,605,1755,1909,2025-11-14 02:50:24,PAYMENT,589058.5,Abidjan,0,
272,1493,3000,3891,2236,2025-06-24 14:58:22,DEPOSIT,127195.16,Abidjan,0,
273,6495,13009,4652,1821,2025-01-11 11:18:52,WITHDRAWAL,476507.84,Abidjan,0,
274,6613,13249,70,16407,2026-07-22 11:18:45,TRANSFER,452279.42,Abidjan,0,
275,6587,13190,2080,11918,2025-09-22 20:19:03,WITHDRAWAL,727379.38,Abidjan,0,
276,8134,16328,772,2966,2026-03-09 14:16:25,DEPOSIT,61294.99,San Pedro,0,
277,5792,11572,4470,18794,2026-02-17 22:00:40,DEPOSIT,686254.45,San Pedro,0,
278,5058,10103,2213,2130,2026-01-17 19:10:29,PAYMENT,73953.97,Bouake,0,
279,9244,18576,2519,1415,2025-01-03 04:50:15,WITHDRAWAL,66149.39,Korhogo,0,
280,5932,11860,2366,19521,2026-02-04 17:26:31,WITHDRAWAL,548582.26,Korhogo,0,
281,144,281,1549,9932,2025-03-30 01:55:22,DEPOSIT,530791.56,San Pedro,0,
